날짜,종목코드,종목명,기준봉종가
2020-07-20,109820,진매트릭스,17000
2020-11-16,109820,진매트릭스,31000
2021-08-30,112040,위메이드,66585
2021-09-06,112040,위메이드,58704
2021-09-13,112040,위메이드,85800
2021-10-05,112040,위메이드,97900
2021-10-12,112040,위메이드,120300
2021-10-18,112040,위메이드,136500
2021-10-25,112040,위메이드,182800
2021-11-01,112040,위메이드,165100
2021-11-15,112040,위메이드,237000
2021-11-22,112040,위메이드,192000
2023-12-04,112040,위메이드,71500
2024-03-18,112040,위메이드,69700
2024-04-01,112290,와이씨켐,15431
2024-04-29,112290,와이씨켐,16131
2023-03-06,114190,강원에너지,15800
2023-03-20,114190,강원에너지,28750
2023-03-27,114190,강원에너지,33450
2025-10-27,114190,강원에너지,16060
2025-11-03,114190,강원에너지,17160
2020-10-19,114450,그린생명과학,8025
2020-11-09,114450,그린생명과학,17513
2026-03-09,115180,큐리언트,49650
2019-10-28,115440,우리넷,13350
2026-03-23,115440,우리넷,13790
2026-04-13,115440,우리넷,14910
2024-03-25,115450,HLB테라퓨틱스,12272
2024-04-08,115450,HLB테라퓨틱스,10992
2018-02-12,117670,알파칩스,639828
2018-02-19,117670,알파칩스,540686
2023-04-10,117730,티로보틱스,15660
2026-01-19,117730,티로보틱스,25550
2020-09-14,118990,모트렉스,7310
2020-09-21,118990,모트렉스,9428
2020-09-28,118990,모트렉스,11444
2020-10-12,118990,모트렉스,12251
2021-01-04,118990,모트렉스,13125
2020-08-03,120240,대정화금,26750
2020-08-24,120240,대정화금,37150
2020-11-23,120240,대정화금,40200
2023-02-13,121600,나노신소재,128300
2023-04-03,121600,나노신소재,170900
2023-04-10,121600,나노신소재,162100
2023-07-24,121600,나노신소재,156800
2021-12-20,121850,코이즈,62619
2020-12-28,122350,삼기,4650
2021-01-11,122350,삼기,5430
2021-08-17,122350,삼기,6080
2020-06-29,122870,와이지엔터테인먼트,38750
2023-05-15,122870,와이지엔터테인먼트,92000
2020-09-14,123040,엠에스오토텍,6780
2020-11-23,123040,엠에스오토텍,9780
2020-11-30,123040,엠에스오토텍,11050
2021-12-20,123420,위메이드플레이,34050
2021-10-25,125210,아모그린텍,17050
2024-01-29,126700,하이비젼시스템,23950
2020-09-07,126880,제이엔케이글로벌,9460
2020-11-23,130500,GH신소재,10361
2021-12-06,130500,GH신소재,9370
2020-10-19,131220,대한과학,12200
2020-11-09,131220,대한과학,15450
2020-11-16,131220,대한과학,19150
2020-11-30,131220,대한과학,23600
2020-12-07,131220,대한과학,26250
2020-03-30,131370,알서포트,5170
2020-04-20,131370,알서포트,6750
2020-06-15,131370,알서포트,7530
2020-07-06,131370,알서포트,9480
2020-08-03,131370,알서포트,10250
2020-08-18,131370,알서포트,13400
2020-08-24,131370,알서포트,19950
2023-04-03,131400,이브이첨단소재,4350
2023-04-10,131400,이브이첨단소재,8150
2023-04-17,131400,이브이첨단소재,8350
2025-08-04,131970,두산테스나,36300
2026-03-16,131970,두산테스나,99900
2026-03-23,131970,두산테스나,106300
2026-04-20,131970,두산테스나,122400
2026-05-11,131970,두산테스나,178800
2019-10-21,133750,메가엠디,4605
2020-02-24,133750,메가엠디,4780
2020-08-24,133750,메가엠디,5130
2019-09-16,136480,하림,3860
2021-06-07,136480,하림,4435
2023-12-18,136480,하림,4270
2025-05-19,136480,하림,3120
2023-04-03,137400,피엔티,59300
2023-04-17,137400,피엔티,55100
2023-07-10,137400,피엔티,67700
2022-04-25,137950,제이씨케미칼,14500
2020-07-13,138080,오이솔루션,61300
2026-05-04,138080,오이솔루션,53300
2021-02-22,139670,키네마스터,55000
2025-12-15,140410,메지온,89500
2026-01-26,140410,메지온,169100
2024-03-18,140670,알에스오토메이션,21280
2020-06-01,141080,리가켐바이오,41441
2020-06-08,141080,리가켐바이오,56556
2020-09-14,141080,리가켐바이오,62000
2020-12-07,141080,리가켐바이오,70600
2023-12-26,141080,리가켐바이오,65000
2024-03-04,141080,리가켐바이오,79000
2024-03-11,141080,리가켐바이오,69000
2024-07-29,141080,리가켐바이오,83600
2024-10-07,141080,리가켐바이오,123400
2024-11-11,141080,리가켐바이오,120000
2025-07-14,141080,리가켐바이오,144900
2025-11-10,141080,리가켐바이오,172600
2025-11-17,141080,리가켐바이오,176400
2025-11-24,141080,리가켐바이오,193200
2025-12-01,141080,리가켐바이오,187300
2026-01-26,141080,리가켐바이오,200500
2026-03-16,141080,리가켐바이오,213000
2026-03-23,141080,리가켐바이오,209500
2020-08-31,142280,녹십자엠에스,15300
2020-09-07,142280,녹십자엠에스,17800
2017-11-20,144510,지씨셀,53700
2018-01-29,144510,지씨셀,74000
2020-04-06,144510,지씨셀,50700
2020-06-08,144510,지씨셀,61100
2020-12-07,144510,지씨셀,84700
2021-01-04,144510,지씨셀,118600
2021-01-25,144510,지씨셀,128200
2024-06-17,147830,제룡산업,9830
2024-06-24,147830,제룡산업,10250
2024-07-08,147830,제룡산업,9830
2021-06-14,151860,KG에코솔루션,17500
2021-06-21,151860,KG에코솔루션,22550
2023-04-17,151860,KG에코솔루션,28100
2025-01-06,158430,아톤,6860
2025-10-13,160190,하이젠알앤엠,57900
2026-01-19,160190,하이젠알앤엠,69900
2026-01-26,160190,하이젠알앤엠,82500
2023-07-10,161580,필옵틱스,15500
2024-04-01,161580,필옵틱스,32850
2025-02-03,161580,필옵틱스,44400
2025-02-10,161580,필옵틱스,45500
2025-02-17,161580,필옵틱스,44650
2025-11-03,161580,필옵틱스,47700
2026-01-26,161580,필옵틱스,55400
2026-05-04,161580,필옵틱스,54800
2020-09-14,170030,현대공업,7750
2020-10-05,170030,현대공업,9130
2021-11-22,171010,램테크놀러지,8080
2021-03-02,171090,선익시스템,18600
2021-05-24,171090,선익시스템,23850
2021-06-21,171090,선익시스템,27600
2023-04-24,171090,선익시스템,34900
2024-04-29,171090,선익시스템,57100
2026-02-02,171090,선익시스템,88100
2026-01-26,178320,서진시스템,38000
2026-02-02,178320,서진시스템,33900
2026-02-23,178320,서진시스템,47550
2026-03-16,178320,서진시스템,48000
2026-03-23,178320,서진시스템,43350
2026-04-13,178320,서진시스템,50200
2026-04-20,178320,서진시스템,53800
2026-04-27,178320,서진시스템,59500
2026-05-04,178320,서진시스템,66100
2026-05-18,178320,서진시스템,77300
2021-05-10,185490,아이진,25278
2021-05-17,185490,아이진,26055
2021-06-28,185490,아이진,38526
2026-02-09,187660,페니트리움바이오,7380
2026-02-19,187660,페니트리움바이오,9280
2026-02-23,187660,페니트리움바이오,18670
2026-03-09,187660,페니트리움바이오,18540
2026-02-09,189300,인텔리안테크,124800
2021-07-05,189860,서전기전,12150
2024-01-29,190510,나무가,18020
2026-01-05,190510,나무가,25450
2021-02-22,192250,케이사인,23400
2021-05-24,192250,케이사인,30450
2021-05-31,192250,케이사인,31300
2021-06-07,192250,케이사인,31400
2018-05-28,193250,링크드,18950
2021-11-29,193250,링크드,19500
2021-03-22,194480,데브시스터즈,124300
2021-09-13,194480,데브시스터즈,156500
2019-12-02,196170,알테오젠,16191
2020-02-03,196170,알테오젠,25261
2020-05-04,196170,알테오젠,40339
2020-05-11,196170,알테오젠,50744
2020-05-18,196170,알테오젠,54805
2020-06-01,196170,알테오젠,67797
2020-06-15,196170,알테오젠,74279
2020-06-22,196170,알테오젠,79009
2020-07-20,196170,알테오젠,98597
2020-08-31,196170,알테오젠,119117
2023-09-11,196170,알테오젠,65500
2023-09-18,196170,알테오젠,70400
2023-09-25,196170,알테오젠,68100
2023-12-18,196170,알테오젠,87900
2023-12-26,196170,알테오젠,98500
2024-02-19,196170,알테오젠,131200
2024-02-26,196170,알테오젠,160600
2024-03-04,196170,알테오젠,190800
2024-03-11,196170,알테오젠,204500
2024-03-18,196170,알테오젠,204000
2024-06-03,196170,알테오젠,269000
2024-06-10,196170,알테오젠,265000
2024-06-24,196170,알테오젠,280500
2024-07-22,196170,알테오젠,283500
2024-07-29,196170,알테오젠,295000
2024-08-26,196170,알테오젠,319000
2024-09-02,196170,알테오젠,301000
2024-09-19,196170,알테오젠,363000
2024-10-07,196170,알테오젠,386000
2024-10-14,196170,알테오젠,386500
2024-10-21,196170,알테오젠,374000
2024-11-04,196170,알테오젠,437000
2024-11-11,196170,알테오젠,437500
2025-07-14,196170,알테오젠,487500
2025-11-03,196170,알테오젠,523000
2025-11-10,196170,알테오젠,552000
2021-06-14,198440,강동씨앤엘,5350
2024-03-18,199800,툴젠,68400
2026-04-27,199820,제일일렉트릭,17260
2017-11-13,200230,텔콘RF제약,27904
2017-11-20,200230,텔콘RF제약,23455
2017-11-27,200230,텔콘RF제약,31408
2017-12-04,200230,텔콘RF제약,32622
2019-11-04,200230,텔콘RF제약,25073
2020-09-21,200230,텔콘RF제약,18872
2022-11-21,200350,아티스트스튜디오,38400
2021-04-26,200670,휴메딕스,38850
2024-03-04,200710,에이디테크놀로지,46850
2020-02-24,200780,비씨월드제약,14638
2020-03-23,200780,비씨월드제약,17474
2020-03-30,200780,비씨월드제약,21436
2020-09-14,203650,드림시큐리티,1952
2021-04-05,203650,드림시큐리티,2814
2026-04-20,203650,드림시큐리티,3035
2026-05-04,203650,드림시큐리티,3655
2024-04-08,204270,제이앤티씨,19460
2024-04-15,204270,제이앤티씨,21300
2024-06-17,204270,제이앤티씨,28250
2020-05-11,205470,휴마시스,4982
2020-06-15,205470,휴마시스,11956
2020-06-22,205470,휴마시스,13634
2020-07-13,205470,휴마시스,16453
2020-08-03,205470,휴마시스,20976
2021-04-19,205470,휴마시스,27400
2021-04-26,205470,휴마시스,32185
2022-01-24,205470,휴마시스,37232
2022-02-03,205470,휴마시스,33365
2024-08-05,205470,휴마시스,13075
2021-12-06,205500,넥써쓰,7470
2020-02-10,206560,덱스터,8610
2021-07-19,206560,덱스터,12300
2021-08-02,206560,덱스터,15050
2021-09-27,206560,덱스터,16300
2021-10-05,206560,덱스터,19000
2021-10-18,206560,덱스터,21300
2021-10-25,206560,덱스터,24150
2021-11-08,206560,덱스터,32300
2021-11-15,206560,덱스터,43450
2020-09-07,206640,바디텍메드,35700
2020-07-20,206650,유바이오로직스,15368
2020-08-03,206650,유바이오로직스,29820
2021-04-12,206650,유바이오로직스,29750
2021-05-10,206650,유바이오로직스,56200
2023-03-20,208370,셀바스헬스케어,12242
2021-08-17,208710,포톤,29850
2026-04-20,209640,와이제이링크,7520
2021-02-15,211270,AP위성,19550
2021-02-22,211270,AP위성,18650
2023-02-06,211270,AP위성,17270
2025-02-24,214150,클래시스,63100
2021-11-29,214270,FSN,12950
2025-06-09,214450,파마리서치,439500
2025-07-07,214450,파마리서치,564000
2025-08-04,214450,파마리서치,659000
2023-05-15,214680,디알텍,3205
2023-08-21,214680,디알텍,5360
2019-06-24,215100,로보로보,5774
2021-12-20,215100,로보로보,5650
2022-01-03,215100,로보로보,9170
2022-02-21,215100,로보로보,10650
2022-03-14,215100,로보로보,11650
2025-10-20,215100,로보로보,10190
2026-01-19,215100,로보로보,11660
2020-08-18,215380,우정바이오,11850
2020-08-24,215380,우정바이오,13200
2021-02-15,215480,토박스코리아,6880
2022-10-17,215600,신라젠,10507
2021-01-25,217500,러셀,4580
2021-03-29,217500,러셀,6110
2021-03-02,218150,미래생명자원,6330
2022-02-21,218150,미래생명자원,6550
2022-02-28,218150,미래생명자원,8600
2022-03-21,218150,미래생명자원,10250
2019-09-02,218410,RFHIC,46248
2026-03-09,218410,RFHIC,82200
2026-03-30,218410,RFHIC,88000
2026-05-11,218410,RFHIC,96400
2019-07-29,220260,켐트로스,4735
2020-08-03,220260,켐트로스,7210
2021-09-06,220260,켐트로스,12800
2021-09-27,220260,켐트로스,15400
2023-10-30,221800,지구홀딩스,10290
2026-02-23,221800,지구홀딩스,26850
2020-08-10,222080,씨아이에스,8480
2020-12-21,222080,씨아이에스,9730
2021-01-04,222080,씨아이에스,10400
2021-01-11,222080,씨아이에스,14400
2021-01-18,222080,씨아이에스,14950
2021-09-27,222080,씨아이에스,20250
2026-01-26,222080,씨아이에스,13230
2026-02-23,222080,씨아이에스,14690
2026-04-20,222080,씨아이에스,16490
2026-04-27,222080,씨아이에스,17170
2021-11-08,222800,심텍,43100
2025-09-22,222800,심텍,40200
2025-10-20,222800,심텍,57900
2025-10-27,222800,심텍,63200
2025-11-03,222800,심텍,51700
2026-04-06,222800,심텍,69000
2026-04-13,222800,심텍,76500
2026-04-20,222800,심텍,89500
2026-05-04,222800,심텍,114900
2026-05-11,222800,심텍,100900
2026-05-18,222800,심텍,131200
2020-07-13,224110,에이텍모빌리티,16200
2021-03-29,224110,에이텍모빌리티,39050
2021-04-05,224110,에이텍모빌리티,43050
2021-09-06,225530,HC보광산업,11000
2021-12-20,225570,넥슨게임즈,19600
2022-03-21,225570,넥슨게임즈,28700
2022-04-11,225570,넥슨게임즈,25000
2024-07-08,225570,넥슨게임즈,18200
2024-07-29,225570,넥슨게임즈,28500
2024-08-05,225570,넥슨게임즈,28850
2025-02-24,226950,올릭스,58800
2025-03-04,226950,올릭스,48250
2025-09-01,226950,올릭스,88700
2025-09-08,226950,올릭스,87100
2025-09-15,226950,올릭스,100100
2025-10-27,226950,올릭스,118500
2025-11-03,226950,올릭스,121000
2025-11-10,226950,올릭스,139100
2026-01-05,226950,올릭스,155300
2026-02-23,226950,올릭스,177600
2026-03-03,226950,올릭스,205500
2026-03-09,226950,올릭스,194800
2024-01-08,232140,와이씨,6340
2024-01-22,232140,와이씨,6640
2024-04-15,232140,와이씨,9820
2024-04-22,232140,와이씨,14090
2024-05-07,232140,와이씨,15300
2024-05-13,232140,와이씨,15680
2024-05-20,232140,와이씨,15190
2024-05-27,232140,와이씨,17910
2024-06-03,232140,와이씨,17350
2024-06-10,232140,와이씨,20150
2023-06-26,232830,아이티센피엔에스,7720
2020-09-14,237690,에스티팜,77200
2020-11-30,237690,에스티팜,105500
2020-12-07,237690,에스티팜,101500
2021-04-12,237690,에스티팜,131300
2021-04-19,237690,에스티팜,139700
2021-04-26,237690,에스티팜,114100
2026-01-26,237690,에스티팜,157000
2020-09-07,238090,앤디포스,21569
2020-09-14,238090,앤디포스,23126
2020-10-12,238090,앤디포스,23644
2019-06-10,239340,이스트에이드,10600
2020-09-21,239340,이스트에이드,5840
2025-12-29,240810,원익IPS,80900
2026-01-05,240810,원익IPS,75000
2026-01-26,240810,원익IPS,111300
2026-03-03,240810,원익IPS,134400
2021-03-29,241520,DSC인베스트먼트,7020
2025-04-14,241520,DSC인베스트먼트,8850
2026-02-09,241520,DSC인베스트먼트,12150
2021-04-26,243070,휴온스,68826
2021-08-17,243840,신흥에스이씨,16760
2021-04-05,246690,TS인베스트먼트,5610
2020-05-18,247540,에코프로비엠,24710
2020-05-25,247540,에코프로비엠,29627
2020-06-08,247540,에코프로비엠,30690
2020-06-15,247540,에코프로비엠,31999
2020-07-06,247540,에코프로비엠,33828
2020-07-20,247540,에코프로비엠,34050
2020-08-03,247540,에코프로비엠,39981
2021-07-12,247540,에코프로비엠,66717
2021-07-19,247540,에코프로비엠,67310
2021-07-26,247540,에코프로비엠,71535
2021-08-02,247540,에코프로비엠,72376
2021-08-09,247540,에코프로비엠,77416
2021-08-23,247540,에코프로비엠,79962
2021-09-06,247540,에코프로비엠,98964
2021-09-13,247540,에코프로비엠,113024
2021-11-01,247540,에코프로비엠,123328
2021-11-08,247540,에코프로비엠,139117
2021-11-15,247540,에코프로비엠,135040
2023-02-20,247540,에코프로비엠,159300
2023-02-27,247540,에코프로비엠,182100
2023-03-06,247540,에코프로비엠,193600
2023-03-13,247540,에코프로비엠,200000
2023-03-20,247540,에코프로비엠,233000
2023-04-10,247540,에코프로비엠,277500
2023-07-17,247540,에코프로비엠,381500
2023-07-24,247540,에코프로비엠,407500
2025-10-13,247540,에코프로비엠,152900
2025-10-20,247540,에코프로비엠,171800
2025-10-27,247540,에코프로비엠,162200
2025-12-08,247540,에코프로비엠,176000
2026-01-26,247540,에코프로비엠,233000
2023-07-31,250060,모비스,3155
2023-09-18,250060,모비스,5910
2023-10-16,250060,모비스,5480
2023-12-11,253590,네오셈,6330
2024-01-22,253590,네오셈,12260
2024-02-13,253590,네오셈,14480
2024-03-04,253590,네오셈,14740
2024-07-01,253590,네오셈,15560
2026-01-26,253590,네오셈,15470
2026-02-02,253590,네오셈,17330
2020-03-16,253840,수젠텍,17350
2020-03-23,253840,수젠텍,29350
2020-03-30,253840,수젠텍,25250
2020-07-27,253840,수젠텍,52000
2020-08-03,253840,수젠텍,53500
2020-09-07,253840,수젠텍,49800
2021-02-01,256840,한국비엔씨,6836
2021-02-22,256840,한국비엔씨,8323
2021-07-05,256840,한국비엔씨,10916
2021-07-26,256840,한국비엔씨,15445
2021-08-02,256840,한국비엔씨,21785
2021-08-23,256840,한국비엔씨,24788
2021-08-30,256840,한국비엔씨,39804
2021-09-06,256840,한국비엔씨,37993
2021-09-13,256840,한국비엔씨,47432
2021-09-27,256840,한국비엔씨,39089
2024-03-18,256840,한국비엔씨,8840
2024-05-07,257720,실리콘투,26250
2024-06-03,257720,실리콘투,44000
2024-06-10,257720,실리콘투,51200
2024-06-17,257720,실리콘투,52800
2025-06-09,257720,실리콘투,53700
2025-06-30,257720,실리콘투,49550
2026-03-23,261780,차백신연구소,3990
2021-04-12,263720,디앤씨미디어,48950
2021-06-28,263750,펄어비스,83400
2021-08-23,263750,펄어비스,89000
2021-08-30,263750,펄어비스,88400
2021-10-18,263750,펄어비스,107000
2021-10-25,263750,펄어비스,103900
2021-11-08,263750,펄어비스,120000
2021-11-15,263750,펄어비스,135000
2026-03-03,263750,펄어비스,58700
2026-03-09,263750,펄어비스,65200
2026-03-30,263750,펄어비스,65000
2024-02-13,264850,이랜시스,8890
2021-08-17,265560,영화테크,18600
2021-08-23,265560,영화테크,18900
2021-09-13,265560,영화테크,21200
2020-09-21,267320,나인테크,3715
2020-10-05,267320,나인테크,5460
2021-01-18,267320,나인테크,5430
2023-08-21,267320,나인테크,5050
2023-03-06,270520,앱튼,21544
2023-03-27,270520,앱튼,31549
2023-04-03,270520,앱튼,66700
2023-04-10,270520,앱튼,53960
2026-01-19,270660,에브리봇,26800
2026-02-02,272290,이녹스첨단소재,38400
2025-12-22,274090,켄코아에어로스페이스,17240
2026-01-05,274090,켄코아에어로스페이스,21200
2026-05-18,274090,켄코아에어로스페이스,28500
2023-01-02,277810,레인보우로보틱스,48200
2023-01-16,277810,레인보우로보틱스,67100
2023-01-25,277810,레인보우로보틱스,80600
2023-02-27,277810,레인보우로보틱스,90000
2023-03-13,277810,레인보우로보틱스,120700
2023-03-20,277810,레인보우로보틱스,139000
2023-08-07,277810,레인보우로보틱스,137000
2023-08-28,277810,레인보우로보틱스,162800
2023-09-04,277810,레인보우로보틱스,212000
2023-09-11,277810,레인보우로보틱스,181800
2024-12-30,277810,레인보우로보틱스,233000
2025-01-06,277810,레인보우로보틱스,230000
2025-01-13,277810,레인보우로보틱스,261500
2025-01-20,277810,레인보우로보틱스,247000
2025-01-31,277810,레인보우로보틱스,299500
2025-02-03,277810,레인보우로보틱스,410500
2025-02-10,277810,레인보우로보틱스,402000
2025-02-17,277810,레인보우로보틱스,404500
2025-10-27,277810,레인보우로보틱스,434500
2025-11-03,277810,레인보우로보틱스,403000
2025-12-22,277810,레인보우로보틱스,473500
2026-01-19,277810,레인보우로보틱스,534000
2026-01-26,277810,레인보우로보틱스,729000
2026-02-23,277810,레인보우로보틱스,866000
2026-03-03,277810,레인보우로보틱스,818000
2026-05-11,277810,레인보우로보틱스,817000
2020-09-21,278280,천보,149600
2021-09-06,278280,천보,265000
2022-05-09,278650,HLB바이오스텝,35028
2022-05-16,278650,HLB바이오스텝,46704
2022-06-13,278650,HLB바이오스텝,78500
2023-04-10,281740,레이크머티리얼즈,12010
2023-04-17,281740,레이크머티리얼즈,14840
2023-04-24,281740,레이크머티리얼즈,13800
2023-06-12,281740,레이크머티리얼즈,25250
2023-06-19,281740,레이크머티리얼즈,23200
2024-03-04,281740,레이크머티리얼즈,29650
2024-03-11,281740,레이크머티리얼즈,26750
2026-01-19,281740,레이크머티리얼즈,20950
2026-01-26,281740,레이크머티리얼즈,26650
2021-10-25,282880,코윈테크,32993
2020-06-22,288620,에스프리즘,41797
2020-03-23,289080,SV인베스트먼트,3280
2020-03-30,289080,SV인베스트먼트,3960
2020-09-28,289080,SV인베스트먼트,5040
2020-10-05,289080,SV인베스트먼트,7130
2020-10-19,289080,SV인베스트먼트,7980
2025-09-08,290650,엘앤씨바이오,59300
2025-09-15,290650,엘앤씨바이오,54300
2025-12-01,290650,엘앤씨바이오,68200
2025-12-08,290650,엘앤씨바이오,67100
2026-01-26,290650,엘앤씨바이오,88300
2026-02-23,290650,엘앤씨바이오,96400
2023-03-20,290670,대보마그네틱,83600
2026-05-18,290690,소룩스,5090
2021-06-14,291230,엔피,8490
2021-10-18,291230,엔피,11900
2021-11-15,291230,엔피,18900
2021-11-15,293490,카카오게임즈,107500
2025-06-23,293490,카카오게임즈,19850
2021-01-04,293780,압타바이오,35235
2021-08-09,293780,압타바이오,54454
2025-07-07,294570,쿠콘,40200
2025-07-14,294570,쿠콘,44250
2023-07-31,294630,서남,10980
2023-08-07,294630,서남,6200
2026-01-19,295310,에이치브이엠,89800
2026-03-09,295310,에이치브이엠,104500
2026-05-18,295310,에이치브이엠,113900
2021-03-29,297570,알로이스,3230
2021-04-05,297570,알로이스,3501
2020-06-08,298380,에이비엘바이오,29450
2020-06-15,298380,에이비엘바이오,34750
2020-08-03,298380,에이비엘바이오,33150
2022-01-10,298380,에이비엘바이오,30400
2022-01-17,298380,에이비엘바이오,33050
2024-07-01,298380,에이비엘바이오,29550
2024-08-26,298380,에이비엘바이오,34600
2024-10-07,298380,에이비엘바이오,40500
2024-10-14,298380,에이비엘바이오,39150
2025-02-17,298380,에이비엘바이오,39100
2025-04-07,298380,에이비엘바이오,56200
2025-04-14,298380,에이비엘바이오,64900
2025-04-21,298380,에이비엘바이오,69700
2025-05-26,298380,에이비엘바이오,80200
2025-07-21,298380,에이비엘바이오,84300
2025-08-25,298380,에이비엘바이오,91000
2025-09-01,298380,에이비엘바이오,102900
2025-09-08,298380,에이비엘바이오,104800
2025-09-15,298380,에이비엘바이오,107700
2025-09-22,298380,에이비엘바이오,91300
2025-11-03,298380,에이비엘바이오,100100
2025-11-10,298380,에이비엘바이오,172400
2025-12-01,298380,에이비엘바이오,190600
2026-01-05,298380,에이비엘바이오,206000
2026-01-26,298380,에이비엘바이오,196500
2025-12-08,298830,슈어소프트테크,7170
2026-01-05,298830,슈어소프트테크,8800
2026-01-19,298830,슈어소프트테크,9320
2023-04-17,299030,하나기술,76200
2023-06-26,299030,하나기술,90100
2023-07-10,299030,하나기술,122000
2020-10-05,299660,셀리드,37898
2021-06-07,299660,셀리드,100137
2024-08-12,299660,셀리드,12630
2021-03-29,299900,위지윅스튜디오,3163
2021-11-08,299900,위지윅스튜디오,10250
2021-11-15,299900,위지윅스튜디오,11813
2021-11-29,299900,위지윅스튜디오,11475
2020-07-27,302430,이노메트리,23900
2021-01-18,303030,지니틱스,16500
2021-03-08,303030,지니틱스,18750
2023-02-20,304100,솔트룩스,36000
2023-03-06,304100,솔트룩스,33800
2023-07-31,304100,솔트룩스,45550
2023-09-04,304100,솔트룩스,41400
2025-04-14,304100,솔트룩스,35450
2025-06-02,304100,솔트룩스,46200
2025-06-09,304100,솔트룩스,47250
2022-05-23,306620,지아이에스,5410
2021-09-06,307750,국전,11750
2021-09-27,307750,국전,19100
2021-05-24,310200,애니플러스,4255
2020-12-21,314130,지놈앤컴퍼니,32800
2024-09-23,314930,바이오다인,21350
2021-01-11,317120,라닉스,12832
2024-03-04,317330,덕산테코피아,32500
2024-06-10,317330,덕산테코피아,57100
2024-08-05,317690,퀀타매트릭스,19500
2025-04-21,317770,엑스페릭스,4420
2022-11-07,317850,대모,15900
2023-05-08,318000,KBG,18060
2023-04-17,319400,현대무벡스,4255
2025-09-01,319400,현대무벡스,7130
2025-09-08,319400,현대무벡스,9060
2025-10-13,319400,현대무벡스,10640
2025-12-15,319400,현대무벡스,13600
2025-12-22,319400,현대무벡스,19260
2025-12-29,319400,현대무벡스,23700
2026-01-05,319400,현대무벡스,23500
2026-01-12,319400,현대무벡스,29000
2026-01-19,319400,현대무벡스,33550
2023-12-18,321820,아티스트컴퍼니,22000
2025-11-10,323280,태성,36350
2025-12-01,323280,태성,47500
2026-01-26,323280,태성,74400
2026-04-27,323280,태성,80200
2022-08-16,323990,박셀바이오,74300
2023-09-04,328130,루닛,56349
2023-09-11,328130,루닛,50578
2024-12-16,328130,루닛,29488
2024-02-19,330860,네패스아크,40750
2024-03-11,330860,네패스아크,36150
2026-05-04,332570,PS일렉트로닉스,11050
2026-05-11,332570,PS일렉트로닉스,12280
2025-09-08,333430,일승,8970
2023-08-28,338220,뷰노,52500
2023-09-04,338220,뷰노,61500
2026-02-02,347700,스피어,37350
2026-02-09,347700,스피어,44600
2026-03-09,347700,스피어,52400
2026-03-16,347700,스피어,45250
2025-06-16,347850,디앤디파마텍,34917
2025-07-14,347850,디앤디파마텍,38296
2025-09-01,347850,디앤디파마텍,40599
2025-09-15,347850,디앤디파마텍,41525
2025-09-22,347850,디앤디파마텍,49960
2025-10-27,347850,디앤디파마텍,69583
2025-11-03,347850,디앤디파마텍,73088
2025-11-10,347850,디앤디파마텍,85200
2025-11-24,347850,디앤디파마텍,94800
2026-01-12,348340,뉴로메카,71900
2026-01-19,348340,뉴로메카,121700
2023-04-03,348370,엔켐,89500
2024-01-08,348370,엔켐,93100
2024-01-15,348370,엔켐,105100
2024-01-29,348370,엔켐,181000
2024-02-05,348370,엔켐,206000
2024-02-13,348370,엔켐,252000
2024-02-19,348370,엔켐,295500
2024-04-08,348370,엔켐,361500
2024-05-27,351330,이삭엔지니어링,17400
2022-04-18,353810,이지바이오,7710
2024-12-09,356680,엑스게이트,8640
2024-12-16,356680,엑스게이트,9060
2026-04-13,356680,엑스게이트,14990
2026-04-20,356680,엑스게이트,12930
2026-05-04,356680,엑스게이트,15580
2026-05-11,356680,엑스게이트,15760
2026-05-18,356680,엑스게이트,19840
2026-03-16,356860,티엘비,77400
2024-02-19,360070,탑머티리얼,86500
2026-03-23,368770,파이버프로,21100
2026-04-13,368770,파이버프로,26500
2025-05-12,377220,프롬바이오,3025
2023-04-24,377480,마음AI,31700
2023-08-28,377480,마음AI,36350
2026-04-20,378340,필에너지,20900
2025-09-08,382900,범한퓨얼셀,32350
2025-10-27,382900,범한퓨얼셀,35000
2023-03-06,383310,에코프로에이치엔,63580
2023-03-20,383310,에코프로에이치엔,81252
2023-07-17,383310,에코프로에이치엔,85459
2023-07-24,383310,에코프로에이치엔,81626
2023-07-31,383310,에코프로에이치엔,103598
2023-08-07,383310,에코프로에이치엔,97147
2026-01-26,383310,에코프로에이치엔,41650
2025-02-17,388720,유일로보틱스,71100
2025-03-31,388720,유일로보틱스,81300
2026-01-19,388720,유일로보틱스,105000
2026-01-26,388720,유일로보틱스,138100
2025-04-21,389140,포바이포,20001
2025-04-28,389470,인벤티지랩,46900
2025-12-01,389470,인벤티지랩,86900
2026-01-19,389500,에스비비테크,69200
2023-12-18,394280,오픈엣지테크놀로지,26050
2024-02-13,394280,오픈엣지테크놀로지,30000
2024-02-19,394280,오픈엣지테크놀로지,33300
2024-03-04,394280,오픈엣지테크놀로지,33450
2026-02-09,397030,에이프릴바이오,65300
2023-07-17,399720,가온칩스,49450
2024-01-22,399720,가온칩스,68600
2024-02-13,399720,가온칩스,87700
2024-02-19,399720,가온칩스,113500
2024-03-25,399720,가온칩스,113000
2023-09-04,403870,HPSP,33900
2023-11-27,403870,HPSP,47350
2023-12-11,403870,HPSP,46050
2024-01-22,403870,HPSP,47750
2024-02-13,403870,HPSP,58500
