날짜,종목코드,종목명,기준봉종가
2025-04-14,042940,상지건설,38050
2015-06-01,043200,파루,5176
2017-07-31,043200,파루,5460
2020-01-28,043200,파루,4605
2026-03-09,043260,성호전자,50400
2021-01-11,043610,KT지니뮤직,5770
2021-03-22,043610,KT지니뮤직,7010
2021-06-14,043910,자연과환경,24222
2021-06-28,043910,자연과환경,23145
2019-03-18,044340,위닉스,32500
2025-05-26,044490,태웅,22900
2025-06-09,044490,태웅,30900
2025-07-21,044490,태웅,39150
2026-03-09,044490,태웅,48100
2026-03-16,044490,태웅,58600
2019-06-03,044960,이글벳,9040
2019-09-16,044960,이글벳,10650
2020-01-20,045060,오공,5520
2020-01-28,045060,오공,9600
2020-02-03,045060,오공,8020
2020-02-17,045060,오공,12150
2023-07-31,045100,한양이엔지,16820
2023-08-14,045100,한양이엔지,18320
2016-06-20,045390,대아티아이,2100
2018-04-30,045390,대아티아이,6900
2018-05-08,045390,대아티아이,6610
2018-05-14,045390,대아티아이,7590
2018-05-28,045390,대아티아이,10600
2020-05-04,045390,대아티아이,7120
2020-06-29,045390,대아티아이,7490
2020-07-06,045390,대아티아이,6800
2020-07-13,045660,에이텍,22350
2020-07-27,045660,에이텍,28450
2020-08-03,045660,에이텍,31800
2020-08-10,045660,에이텍,41500
2024-12-09,045660,에이텍,37150
2018-05-21,046120,오르비텍,6550
2020-10-05,046120,오르비텍,5480
2026-03-16,046120,오르비텍,13700
2020-06-15,046440,KG파이낸셜,12700
2023-05-15,046890,서울반도체,12940
2026-02-23,046890,서울반도체,11500
2026-04-27,046890,서울반도체,16590
2026-05-04,046890,서울반도체,18000
2026-05-11,046890,서울반도체,15770
2026-03-30,046970,우리로,7700
2026-04-13,046970,우리로,12970
2021-03-02,047080,한빛소프트,5590
2023-07-31,047310,파워로직스,7420
2023-08-07,047310,파워로직스,12870
2023-08-14,047310,파워로직스,15200
2024-01-22,047560,이스트소프트,47200
2024-01-29,047560,이스트소프트,30750
2020-02-17,047820,초록뱀미디어,25183
2020-09-07,047820,초록뱀미디어,45150
2020-09-14,047820,초록뱀미디어,45300
2021-11-01,047820,초록뱀미디어,45825
2021-11-08,047820,초록뱀미디어,46875
2021-11-15,047820,초록뱀미디어,58500
2024-03-11,047920,HLB제약,31750
2024-03-18,047920,HLB제약,39700
2018-09-17,048410,현대바이오,4783
2019-04-01,048410,현대바이오,7209
2019-04-08,048410,현대바이오,6314
2019-04-29,048410,현대바이오,7492
2019-06-24,048410,현대바이오,8364
2020-12-14,048410,현대바이오,16091
2020-12-21,048410,현대바이오,10414
2021-02-22,048410,현대바이오,25775
2022-08-29,048410,현대바이오,18565
2023-10-23,048410,현대바이오,18212
2026-01-26,048410,현대바이오,11250
2026-02-23,048410,현대바이오,15680
2018-11-19,048530,인트론바이오,23456
2021-07-19,048550,SM C&C,3975
2021-07-26,048550,SM C&C,3780
2021-08-02,048550,SM C&C,6110
2023-02-13,048550,SM C&C,5320
2023-04-03,049070,인탑스,41650
2026-04-06,049080,기가레인,2455
2016-09-26,049120,파인디앤씨,18425
2016-03-21,049480,오픈베이스,3540
2017-03-27,049480,오픈베이스,6050
2019-06-10,049480,오픈베이스,3700
2021-06-14,049480,오픈베이스,4625
2021-06-21,049480,오픈베이스,5930
2021-06-28,049480,오픈베이스,7000
2018-04-16,049630,재영솔루텍,15895
2025-11-10,049630,재영솔루텍,9045
2023-02-27,049950,미래컴퍼니,39200
2022-08-01,050110,캠시스,14303
2020-08-10,050890,쏠리드,11432
2020-08-24,050890,쏠리드,11869
2020-08-31,050890,쏠리드,13086
2025-10-27,050890,쏠리드,8010
2026-03-09,050890,쏠리드,12750
2026-03-16,050890,쏠리드,13120
2026-03-23,050890,쏠리드,14070
2026-03-30,050890,쏠리드,16300
2026-04-06,050890,쏠리드,17080
2026-04-13,050890,쏠리드,16870
2026-05-04,050890,쏠리드,18200
2020-09-21,051490,나라엠앤디,9970
2019-11-25,052260,현대바이오랜드,10500
2020-01-13,052260,현대바이오랜드,11750
2020-05-04,052260,현대바이오랜드,13900
2020-05-11,052260,현대바이오랜드,14800
2020-05-18,052260,현대바이오랜드,20925
2025-04-07,052400,코나아이,43550
2025-06-02,052400,코나아이,71700
2025-06-09,052400,코나아이,69800
2021-03-15,052460,아이크래프트,7130
2021-03-29,052460,아이크래프트,9360
2020-10-12,052600,한네트,6110
2020-10-19,052600,한네트,6670
2021-02-22,052600,한네트,10900
2020-10-12,052900,KX하이텍,1940
2020-07-20,053030,바이넥스,18950
2020-07-27,053030,바이넥스,22100
2020-08-24,053030,바이넥스,31450
2020-08-31,053030,바이넥스,32550
2024-03-11,053030,바이넥스,16460
2024-07-08,053030,바이넥스,20250
2024-09-19,053030,바이넥스,26350
2024-09-23,053030,바이넥스,23900
2021-10-12,053050,지에스이,3830
2022-02-14,053050,지에스이,4410
2022-02-21,053050,지에스이,6420
2023-10-16,053050,지에스이,4850
2022-04-18,053260,금강철강,12300
2022-05-09,053270,구영테크,4380
2021-03-08,053290,NE능률,8140
2021-04-05,053290,NE능률,23050
2021-05-31,053290,NE능률,27100
2021-06-07,053290,NE능률,25600
2015-09-14,053300,한국정보인증,17664
2020-05-25,053300,한국정보인증,6490
2020-09-14,053300,한국정보인증,8250
2020-11-30,053300,한국정보인증,9950
2025-06-09,053300,한국정보인증,8580
2025-06-16,053300,한국정보인증,9250
2025-06-02,053580,웹케시,22050
2015-12-21,053800,안랩,75000
2017-03-20,053800,안랩,116000
2017-03-27,053800,안랩,147300
2021-01-04,053800,안랩,102900
2022-01-03,053800,안랩,119300
2022-03-21,053800,안랩,135700
2024-12-09,053800,안랩,79000
2025-04-07,053800,안랩,86100
2020-03-30,053980,오상자이엘,14503
2021-01-04,054090,삼진엘앤디,4465
2020-09-28,054450,텔레칩스,14250
2020-10-05,054450,텔레칩스,15450
2021-01-11,054450,텔레칩스,16050
2021-02-15,054450,텔레칩스,20150
2023-09-11,054450,텔레칩스,26050
2025-09-01,054540,삼영엠텍,11650
2025-10-20,054540,삼영엠텍,19860
2020-06-15,054670,대한뉴팜,12250
2018-05-28,054780,키이스트,20789
2019-04-15,054780,키이스트,20764
2022-10-31,054930,유신,53700
2023-08-07,056080,유진로봇,9910
2023-08-28,056080,유진로봇,10270
2023-09-04,056080,유진로봇,16070
2025-05-12,056080,유진로봇,13850
2026-01-12,056080,유진로봇,26200
2026-01-19,056080,유진로봇,28450
2026-02-09,056080,유진로봇,37750
2022-02-14,056090,시지메드텍,11000
2020-03-23,057030,YBM넷,8080
2020-03-30,057030,YBM넷,6710
2020-05-25,057030,YBM넷,9810
2020-08-18,057030,YBM넷,10450
2020-08-24,057030,YBM넷,12650
2020-10-19,057540,옴니시스템,2580
2021-07-12,057540,옴니시스템,3395
2017-12-18,057680,티사이언티픽,38345
2021-11-29,057680,티사이언티픽,31934
2020-06-29,058400,KNN,1755
2020-08-24,058400,KNN,2565
2024-03-11,058470,리노공업,51051
2025-11-24,058470,리노공업,69000
2026-01-26,058470,리노공업,103400
2026-03-03,058470,리노공업,123200
2026-03-09,058470,리노공업,112900
2023-03-06,058610,에스피지,23800
2023-03-13,058610,에스피지,29650
2023-03-20,058610,에스피지,34000
2023-03-27,058610,에스피지,33000
2023-09-04,058610,에스피지,41850
2023-09-11,058610,에스피지,36350
2025-11-17,058610,에스피지,45100
2025-11-24,058610,에스피지,61100
2025-12-01,058610,에스피지,66600
2025-12-15,058610,에스피지,85600
2025-12-22,058610,에스피지,83900
2026-01-12,058610,에스피지,92900
2026-01-19,058610,에스피지,104600
2026-01-26,058610,에스피지,151300
2021-03-02,058630,엠게임,8790
2021-07-05,058630,엠게임,11350
2021-11-15,058630,엠게임,13600
2016-05-23,058820,CMG제약,6721
2017-11-06,058820,CMG제약,5121
2017-11-27,058820,CMG제약,7419
2020-12-07,058820,CMG제약,6150
2023-03-13,058970,엠로,40950
2019-01-21,059090,미코,9110
2020-02-24,059090,미코,7680
2020-03-09,059090,미코,7500
2020-03-23,059090,미코,12500
2020-03-30,059090,미코,10350
2020-07-20,059090,미코,14050
2020-07-27,059090,미코,16700
2020-09-07,059090,미코,18700
2023-03-06,059090,미코,12110
2022-01-10,059120,아진엑스텍,7304
2018-04-16,059210,메타바이오메드,5850
2023-04-17,060230,제이케이시냅스,13453
2025-07-07,060250,NHN KCP,17160
2025-09-22,060250,NHN KCP,19720
2026-01-26,060250,NHN KCP,22700
2023-06-26,060280,큐렉소,18440
2023-08-21,060280,큐렉소,23800
2025-12-01,060280,큐렉소,13200
2026-01-19,060280,큐렉소,18220
2024-01-08,060310,3S,4085
2024-05-20,060370,LS마린솔루션,13912
2024-06-03,060370,LS마린솔루션,15000
2025-06-09,060370,LS마린솔루션,25146
2026-05-04,060370,LS마린솔루션,46300
2021-09-06,060560,HC홈센타,13374
2021-08-30,060720,KH바텍,29300
2026-01-26,060720,KH바텍,19000
2020-03-30,061250,화일약품,36996
2020-07-20,061250,화일약품,41496
2020-08-03,061250,화일약품,51662
2018-05-28,061970,LB세미콘,7150
2019-03-18,061970,LB세미콘,8130
2019-05-13,061970,LB세미콘,10300
2020-09-07,061970,LB세미콘,10950
2025-01-06,062970,한국첨단소재,4431
2026-04-06,062970,한국첨단소재,4055
2021-11-08,063080,컴투스홀딩스,147500
2021-11-22,063080,컴투스홀딩스,179000
2021-11-29,063080,컴투스홀딩스,161700
2021-12-27,063080,컴투스홀딩스,237500
2022-01-03,063080,컴투스홀딩스,193600
2019-11-11,063440,SM Life Design,2785
2016-08-01,064240,홈캐스트,16400
2016-11-07,064240,홈캐스트,27900
2016-07-18,064260,다날,5039
2020-04-06,064260,다날,3830
2020-08-31,064260,다날,5820
2021-02-15,064260,다날,7350
2021-02-22,064260,다날,7250
2021-03-08,064260,다날,9000
2021-11-15,064260,다날,14500
2021-11-22,064260,다날,15400
2021-12-06,064260,다날,17200
2021-12-13,064260,다날,15200
2025-06-09,064260,다날,6040
2025-06-23,064260,다날,6030
2025-06-30,064260,다날,8190
2025-07-07,064260,다날,8730
2025-09-15,064260,다날,11090
2023-03-13,064480,브리지텍,14280
2015-11-30,064520,테크엘,70687
2020-03-30,064550,바이오니아,14000
2020-08-18,064550,바이오니아,28850
2021-07-19,064550,바이오니아,37100
2021-08-09,064550,바이오니아,47300
2021-08-17,064550,바이오니아,56000
2021-08-23,064550,바이오니아,74400
2021-08-30,064550,바이오니아,81000
2023-02-13,064550,바이오니아,52600
2023-04-24,064550,바이오니아,58100
2023-05-02,064550,바이오니아,73200
2016-09-12,065060,지엔코,275437
2016-12-12,065060,지엔코,350710
2026-02-09,065170,비엘팜텍,5430
2020-12-21,065350,신성델타테크,6980
2020-12-28,065350,신성델타테크,10600
2021-01-04,065350,신성델타테크,10950
2021-08-09,065350,신성델타테크,20750
2023-07-31,065350,신성델타테크,19100
2023-08-07,065350,신성델타테크,40000
2023-08-14,065350,신성델타테크,59900
2023-08-21,065350,신성델타테크,51100
2023-10-10,065350,신성델타테크,57600
2024-01-08,065350,신성델타테크,59400
2024-01-22,065350,신성델타테크,89500
2024-01-29,065350,신성델타테크,86300
2024-02-05,065350,신성델타테크,114600
2024-02-13,065350,신성델타테크,117000
2024-02-19,065350,신성델타테크,138300
2021-06-14,065440,이루온,4460
2021-06-21,065440,이루온,5310
2021-06-28,065440,이루온,6780
2017-04-10,065450,빅텍,4555
2020-01-06,065450,빅텍,3655
2020-05-25,065450,빅텍,4480
2020-06-08,065450,빅텍,4800
2020-06-15,065450,빅텍,11650
2024-01-15,065450,빅텍,5810
2026-03-03,065450,빅텍,5880
2024-12-16,065500,오리엔트정공,6100
2025-03-17,065500,오리엔트정공,8000
2025-03-24,065500,오리엔트정공,9970
2025-03-31,065500,오리엔트정공,13170
2020-05-18,065530,와이어블,5650
2015-06-01,065950,웰크론,6970
2018-06-11,065950,웰크론,6080
2020-01-28,065950,웰크론,8530
2020-02-03,065950,웰크론,5840
2020-02-17,065950,웰크론,9020
2026-05-18,066430,아이로보틱스,3615
2021-08-30,066670,디티씨,9170
2021-10-05,066670,디티씨,9400
2020-04-13,066700,테라젠이텍스,10750
2021-11-15,067000,조이시티,10334
2020-12-14,067010,이씨에스,9300
2024-10-14,067080,대화제약,20000
2024-01-08,067160,SOOP,99600
2020-08-24,067170,오텍,13437
2020-12-14,067170,오텍,16609
2016-05-23,067290,JW신약,9209
2023-08-28,067310,하나마이크론,23595
2023-09-04,067310,하나마이크론,24963
2023-11-06,067310,하나마이크론,28383
2025-09-08,067310,하나마이크론,17870
2025-10-13,067310,하나마이크론,25500
2026-01-26,067310,하나마이크론,37200
2026-04-20,067310,하나마이크론,40300
2026-05-11,067310,하나마이크론,52900
2026-05-18,067310,하나마이크론,51700
2021-02-22,067570,엔브이에이치코리아,6298
2018-04-09,067630,HLB생명과학,10258
2019-10-14,067630,HLB생명과학,10314
2019-10-21,067630,HLB생명과학,17678
2021-08-30,067630,HLB생명과학,17095
2021-09-06,067630,HLB생명과학,20812
2024-01-29,067630,HLB생명과학,16625
2024-03-11,067630,HLB생명과학,18798
2024-03-18,067630,HLB생명과학,19422
2024-03-25,067630,HLB생명과학,19929
2021-02-22,067730,로지시스,9090
2021-03-22,068050,팬엔터테인먼트,8690
2020-07-20,068330,일신바이오,3116
2020-08-10,068330,일신바이오,4570
2020-08-24,068330,일신바이오,6448
2020-12-07,068330,일신바이오,8051
2016-04-04,068760,셀트리온제약,20149
2017-10-10,068760,셀트리온제약,25735
2017-11-13,068760,셀트리온제약,47993
2018-01-08,068760,셀트리온제약,68987
2018-01-15,068760,셀트리온제약,70066
2020-03-23,068760,셀트리온제약,50407
2020-04-13,068760,셀트리온제약,57365
2020-05-11,068760,셀트리온제약,71039
2020-06-01,068760,셀트리온제약,105588
2020-06-15,068760,셀트리온제약,111170
2020-06-22,068760,셀트리온제약,108096
2020-11-23,068760,셀트리온제약,152758
2020-11-30,068760,셀트리온제약,193051
2020-12-14,068760,셀트리온제약,196207
2020-12-21,068760,셀트리온제약,194184
2020-12-28,068760,셀트리온제약,196869
2024-01-02,068760,셀트리온제약,113087
2026-03-23,069540,빛과전자,3140
2026-04-06,069540,빛과전자,4920
2026-04-13,069540,빛과전자,5860
2026-04-13,072950,빛샘전자,15610
2021-05-17,074430,아미노로직스,3560
2021-03-15,075970,동국알앤에스,6110
2022-11-21,076080,웰크론한텍,6390
2017-11-13,078130,국일제지,5026
2019-04-22,078130,국일제지,7848
2019-05-13,078130,국일제지,21393
2019-07-22,078130,국일제지,31605
2019-11-18,078130,국일제지,36120
2024-09-09,078140,대봉엘에스,23250
2024-04-01,078150,HB테크놀러지,3735
2024-04-08,078150,HB테크놀러지,3780
2024-07-08,078150,HB테크놀러지,3610
2026-05-04,078150,HB테크놀러지,4830
2015-07-06,078160,메디포스트,59633
2018-03-19,078160,메디포스트,61674
2021-11-08,078340,컴투스,173900
2021-09-06,078600,대주전자재료,79100
2021-09-27,078600,대주전자재료,97600
2021-10-05,078600,대주전자재료,93700
2021-10-12,078600,대주전자재료,104500
2021-10-25,078600,대주전자재료,104400
2023-04-03,078600,대주전자재료,129300
2024-06-10,078600,대주전자재료,146000
2026-03-03,078600,대주전자재료,115200
2026-03-09,078600,대주전자재료,109400
2026-04-20,078600,대주전자재료,179600
2021-04-12,078860,아이오케이이엔엠,145755
2021-07-26,078890,가온그룹,16335
2026-01-26,079370,제우스,19520
2021-01-18,080220,제주반도체,5880
2021-02-15,080220,제주반도체,6480
2021-04-12,080220,제주반도체,7110
2023-12-04,080220,제주반도체,11280
2023-12-11,080220,제주반도체,11580
2024-01-02,080220,제주반도체,18520
2024-01-08,080220,제주반도체,18050
2024-01-15,080220,제주반도체,26250
2024-01-22,080220,제주반도체,31150
2025-12-29,080220,제주반도체,30700
2026-01-05,080220,제주반도체,30600
2026-01-26,080220,제주반도체,43300
2026-02-02,080220,제주반도체,43550
2026-02-09,080220,제주반도체,45750
2026-04-20,080220,제주반도체,54000
2026-04-27,080220,제주반도체,52400
2026-05-11,080220,제주반도체,82300
2026-05-18,080220,제주반도체,118700
2020-05-25,081150,티플랙스,3980
2021-06-07,081150,티플랙스,4680
2021-10-25,081150,티플랙스,4945
2022-03-07,081150,티플랙스,6240
2022-03-14,081150,티플랙스,6520
2015-05-18,082270,젬백스,35600
2019-12-02,082270,젬백스,41000
2019-12-09,082270,젬백스,32550
2020-11-09,082850,우리바이오,4730
2020-11-30,082850,우리바이오,8630
2024-08-05,082850,우리바이오,5500
2026-03-16,082920,비츠로셀,29100
2026-03-23,082920,비츠로셀,34300
2024-03-04,083450,GST,24459
2024-03-11,083450,GST,27616
2024-11-11,083650,비에이치아이,14820
2024-11-18,083650,비에이치아이,19100
2025-01-20,083650,비에이치아이,23500
2025-04-28,083650,비에이치아이,28350
2025-05-12,083650,비에이치아이,38100
2025-06-09,083650,비에이치아이,43400
2025-08-18,083650,비에이치아이,52000
2025-10-13,083650,비에이치아이,51300
2025-12-08,083650,비에이치아이,64200
2026-01-19,083650,비에이치아이,66400
2026-01-26,083650,비에이치아이,72300
2026-03-03,083650,비에이치아이,95900
2026-03-09,083650,비에이치아이,102900
2016-06-07,083790,CG인바이츠,11610
2020-08-24,083790,CG인바이츠,12838
2021-04-19,084110,휴온스글로벌,58093
2021-04-26,084110,휴온스글로벌,70684
2020-03-09,084650,랩지노믹스,1997
2020-03-16,084650,랩지노믹스,2983
2020-03-23,084650,랩지노믹스,3944
2020-03-30,084650,랩지노믹스,4010
2020-05-11,084650,랩지노믹스,4854
2020-07-20,084650,랩지노믹스,6759
2020-07-27,084650,랩지노믹스,8739
2021-11-29,084650,랩지노믹스,5264
2015-11-30,084990,헬릭스미스,108122
2017-11-20,084990,헬릭스미스,95926
2018-01-15,084990,헬릭스미스,126756
2018-01-22,084990,헬릭스미스,147380
2018-01-29,084990,헬릭스미스,136047
2017-12-04,085660,차바이오텍,18462
2018-01-02,085660,차바이오텍,32170
2018-01-08,085660,차바이오텍,32955
2018-01-15,085660,차바이오텍,36232
2020-06-01,085660,차바이오텍,20677
2024-01-22,085670,뉴프렉스,10760
2024-01-29,085670,뉴프렉스,9620
2020-11-16,086040,바이오톡스텍,15700
2020-11-23,086040,바이오톡스텍,20100
2020-09-07,086390,유니테스트,26050
2024-05-20,086390,유니테스트,16700
2026-03-30,086450,동국제약,28200
2017-09-11,086520,에코프로,4743
2021-07-26,086520,에코프로,13457
2021-08-09,086520,에코프로,19793
2021-11-01,086520,에코프로,25605
2021-11-08,086520,에코프로,28876
2022-10-17,086520,에코프로,28018
2023-02-06,086520,에코프로,36886
2023-02-13,086520,에코프로,43262
2023-02-20,086520,에코프로,47480
2023-02-27,086520,에코프로,58762
2023-03-06,086520,에코프로,60528
2023-03-13,086520,에코프로,78382
2023-03-20,086520,에코프로,89467
2023-03-27,086520,에코프로,97806
2023-04-03,086520,에코프로,113600
2023-04-10,086520,에코프로,119878
2023-07-03,086520,에코프로,192276
2023-07-10,086520,에코프로,193846
2023-07-17,086520,에코프로,224257
2023-07-24,086520,에코프로,216605
2025-10-20,086520,에코프로,88300
2025-10-27,086520,에코프로,89900
2025-11-03,086520,에코프로,87200
2025-12-08,086520,에코프로,111400
2026-01-26,086520,에코프로,164700
2026-02-02,086520,에코프로,155300
2026-02-23,086520,에코프로,185700
2021-02-15,086890,이수앱지스,11800
2021-04-12,086890,이수앱지스,18400
2021-04-19,086890,이수앱지스,21350
2021-04-26,086890,이수앱지스,19600
2023-02-20,086960,MDS테크,8645
2023-02-27,086960,MDS테크,7657
2023-03-20,086960,MDS테크,9408
2021-02-15,086980,쇼박스,4695
2021-09-27,086980,쇼박스,5800
2021-10-05,086980,쇼박스,7170
2023-07-17,087010,펩트론,28492
2023-08-07,087010,펩트론,37504
2024-07-01,087010,펩트론,62410
2024-07-08,087010,펩트론,70938
2024-07-15,087010,펩트론,78497
2024-07-22,087010,펩트론,72489
2024-10-14,087010,펩트론,96100
2024-11-11,087010,펩트론,131000
2025-04-07,087010,펩트론,164700
2025-04-14,087010,펩트론,177800
2025-07-14,087010,펩트론,292000
2025-07-28,087010,펩트론,279000
2025-08-11,087010,펩트론,350000
2025-11-17,087010,펩트론,364000
2020-09-21,087260,모바일어플라이언스,4155
2020-06-22,088800,에이스테크,37240
2020-06-29,088800,에이스테크,41741
2020-08-03,088800,에이스테크,71070
2020-08-10,088800,에이스테크,82119
2020-09-07,088800,에이스테크,83756
2024-04-29,089010,켐트로닉스,28800
2024-05-13,089010,켐트로닉스,33400
2025-11-03,089010,켐트로닉스,36500
2026-05-04,089010,켐트로닉스,41650
2025-09-15,089030,테크윙,53800
2025-09-22,089030,테크윙,59100
2025-10-13,089030,테크윙,63200
2026-03-03,089030,테크윙,71100
2026-03-09,089030,테크윙,63300
2021-03-15,089150,케이씨티,9990
2021-05-17,089150,케이씨티,10900
2021-08-02,089890,코세스,16050
2024-01-22,089890,코세스,19800
2021-01-25,090360,로보스타,27000
2023-02-27,090360,로보스타,33850
2023-03-13,090360,로보스타,40050
2023-03-27,090360,로보스타,41650
2025-09-15,090360,로보스타,47250
2025-10-13,090360,로보스타,64400
2025-10-20,090360,로보스타,79800
2025-10-27,090360,로보스타,86900
2025-11-03,090360,로보스타,77200
2021-06-28,090410,덕신이피씨,2590
2022-04-25,090410,덕신이피씨,3030
2022-03-21,090710,휴림로봇,3925
2022-03-28,090710,휴림로봇,4500
2022-04-18,090710,휴림로봇,5388
2022-04-25,090710,휴림로봇,6963
2022-05-02,090710,휴림로봇,9563
2022-05-30,090710,휴림로봇,10963
2025-06-23,090710,휴림로봇,3130
2025-09-15,090710,휴림로봇,3500
2025-10-13,090710,휴림로봇,4605
2025-10-20,090710,휴림로봇,6080
2025-11-03,090710,휴림로봇,6310
2025-12-29,090710,휴림로봇,8190
2026-01-05,090710,휴림로봇,8130
2026-01-12,090710,휴림로봇,12810
2026-01-19,090710,휴림로봇,15280
2022-01-10,092300,현우산업,7040
2024-03-11,092870,엑시콘,26121
2024-03-18,092870,엑시콘,28178
2024-04-01,092870,엑시콘,29087
2023-01-30,093640,케이알엠,11910
2023-07-17,094170,동운아나텍,44957
2021-03-29,094480,갤럭시아머니트리,8010
2021-11-01,094480,갤럭시아머니트리,12000
2021-11-08,094480,갤럭시아머니트리,14900
2023-11-27,094480,갤럭시아머니트리,9110
2023-12-04,094480,갤럭시아머니트리,13050
2025-06-09,094480,갤럭시아머니트리,12540
2025-06-16,094480,갤럭시아머니트리,13940
2021-07-05,094820,일진파워,12350
2021-09-06,094820,일진파워,13850
2021-10-12,094820,일진파워,16650
2021-10-25,094820,일진파워,17300
2021-11-01,094820,일진파워,19700
2022-03-07,094820,일진파워,27200
2022-03-21,094820,일진파워,27150
2018-05-28,094940,푸른기술,18659
2020-09-14,095190,신화프리텍,6770
2023-07-10,095340,ISC,87100
2023-07-24,095340,ISC,104700
2025-11-24,095340,ISC,111100
2026-03-16,095340,ISC,245000
2026-04-06,095340,ISC,251000
2022-08-22,095500,미래나노텍,11150
2022-09-05,095500,미래나노텍,13850
2022-09-13,095500,미래나노텍,16950
2022-10-31,095500,미래나노텍,20700
2022-11-07,095500,미래나노텍,23700
2022-11-14,095500,미래나노텍,23900
2023-03-06,095500,미래나노텍,25050
2023-03-20,095500,미래나노텍,32700
2023-03-27,095500,미래나노텍,31050
2023-04-03,095500,미래나노텍,34150
2024-04-15,095610,테스,27200
2026-01-26,095610,테스,72500
2026-05-11,095610,테스,118100
2021-08-09,095660,네오위즈,38100
2022-08-29,095660,네오위즈,37650
2020-06-08,095700,제넥신,66384
2020-06-15,095700,제넥신,72630
2020-07-27,095700,제넥신,89480
2020-08-18,095700,제넥신,95872
2020-08-24,095700,제넥신,125795
2015-07-06,096530,씨젠,31413
2020-03-02,096530,씨젠,24301
2020-03-09,096530,씨젠,24803
2020-03-16,096530,씨젠,34177
2020-03-23,096530,씨젠,58251
2020-07-06,096530,씨젠,86699
2020-07-20,096530,씨젠,104792
2020-07-27,096530,씨젠,130877
2020-08-03,096530,씨젠,156912
2020-08-10,096530,씨젠,111276
2024-08-19,096530,씨젠,26650
2016-02-22,096630,에스코넥,10925
2016-05-23,096630,에스코넥,16000
2020-10-12,096630,에스코넥,13000
2022-03-07,097870,효성오앤비,13600
2024-01-22,098460,고영,19280
2024-02-19,098460,고영,21350
2025-02-17,098460,고영,18900
2025-11-24,098460,고영,23700
2025-12-01,098460,고영,26950
2025-12-08,098460,고영,26550
2026-01-12,098460,고영,28350
2026-01-19,098460,고영,29100
2026-01-26,098460,고영,33600
2026-02-02,098460,고영,33100
2026-04-20,098460,고영,42300
2026-04-27,098460,고영,40250
2023-07-17,099190,아이센스,33500
2020-09-07,099220,SDN,3945
2020-10-12,099220,SDN,4600
2021-01-18,099320,쎄트렉아이,63700
2026-02-02,099320,쎄트렉아이,187000
2025-07-14,099440,스맥,4380
2025-12-01,099440,스맥,7840
2020-07-06,100130,동국S&C,6420
2020-07-13,100130,동국S&C,6510
2020-07-20,100130,동국S&C,7210
2020-08-31,100130,동국S&C,9050
2020-09-07,100130,동국S&C,10650
2020-12-07,100700,세운메디칼,7650
2021-02-15,100700,세운메디칼,7880
2021-04-05,100790,미래에셋벤처투자,9961
2025-12-15,100790,미래에셋벤처투자,17430
2025-12-22,100790,미래에셋벤처투자,13280
2026-02-02,100790,미래에셋벤처투자,23650
2026-03-23,100790,미래에셋벤처투자,32550
2026-04-13,100790,미래에셋벤처투자,46300
2026-04-20,100790,미래에셋벤처투자,62400
2026-05-11,100790,미래에셋벤처투자,54900
2022-06-13,101170,우림피티에스,10850
2026-01-05,101170,우림피티에스,18470
2023-03-20,101360,에코앤드림,35769
2026-01-12,101490,에스앤에스텍,59500
2026-01-26,101490,에스앤에스텍,89700
2022-11-21,101670,하이드로리튬,28150
2023-03-06,101670,하이드로리튬,27050
2023-03-27,101670,하이드로리튬,40100
2023-04-03,101670,하이드로리튬,53700
2021-11-29,101730,위메이드맥스,58000
2021-04-19,102120,어보브반도체,17400
2023-12-18,102120,어보브반도체,14310
2024-01-22,102120,어보브반도체,22650
2024-06-10,103840,우양,11000
2020-10-26,104040,디에스엠,10825
2021-01-04,104040,디에스엠,14850
2021-11-15,104200,NHN벅스,13550
2021-12-06,104200,NHN벅스,21800
2021-12-13,104200,NHN벅스,19700
2021-03-22,104480,티케이케미칼,4050
2021-04-19,104480,티케이케미칼,6400
2021-08-23,106240,파인테크닉스,4937
2021-08-30,106240,파인테크닉스,5495
2024-07-08,107640,한중엔시에스,46700
2026-04-20,107640,한중엔시에스,66800
2018-01-15,108230,톱텍,29200
2020-03-30,108230,톱텍,14200
2020-04-06,108230,톱텍,15850
2020-04-20,108230,톱텍,19950
2022-01-03,108490,로보티즈,27705
2023-02-27,108490,로보티즈,37686
2023-03-13,108490,로보티즈,39634
2025-01-06,108490,로보티즈,31162
2025-05-12,108490,로보티즈,57259
2025-06-23,108490,로보티즈,69140
2025-07-14,108490,로보티즈,79852
2025-08-25,108490,로보티즈,88324
2025-09-15,108490,로보티즈,132632
2025-09-22,108490,로보티즈,145096
2025-09-29,108490,로보티즈,156800
2025-10-10,108490,로보티즈,191300
2025-10-13,108490,로보티즈,192200
2025-10-27,108490,로보티즈,220500
2025-11-03,108490,로보티즈,221000
2025-12-01,108490,로보티즈,283000
2025-12-15,108490,로보티즈,280500
2026-01-26,108490,로보티즈,342000
2026-05-11,108490,로보티즈,331000
2023-01-16,108860,셀바스AI,11499
2023-01-25,108860,셀바스AI,14272
2023-02-13,108860,셀바스AI,18968
2023-02-20,108860,셀바스AI,28747
2023-03-20,108860,셀바스AI,33917
2026-03-23,108860,셀바스AI,15250
2021-07-26,109080,옵티시스,27700
2020-12-07,109610,에스와이,6180
2023-06-19,109610,에스와이,5100
2023-09-11,109610,에스와이,6620
