date,name,code,close,trading_value_billion,daily_return_pct,is_new_listing
20260227,HD현대에너지솔루션,322000,104000,5266,28.87%,N
20260227,서진시스템,178320,47550,3936,24.64%,N
20260226,SK증권,1510,4305,7662,19.38%,N
20260226,LG이노텍,11070,345000,6911,19.58%,N
20260226,한미반도체,42700,275500,36270,19.01%,N
20260226,삼천당제약,250,757000,11124,28.52%,N
20260225,가온전선,500,118900,2041,20.59%,N
20260225,명신산업,9900,11880,2122,27.88%,N
20260224,한미사이언스,8930,51400,4960,16.82%,N
20260224,한화비전,489790,80400,9848,30.73%,N
20260224,씨아이에스,222080,15060,4452,16.93%,N
20260223,삼화콘덴서,1820,57000,2194,29.11%,N
20260223,대원전선,6340,5440,2509,25.20%,N
20260223,일진전기,103590,84100,3942,15.68%,N
20260223,흥구석유,24060,21850,9061,23.52%,N
20260223,현대바이오,48410,17770,2046,29.05%,N
20260223,페니트리움바이오,187660,12060,3187,29.26%,N
20260223,DSC인베스트먼트,241520,18520,2274,22.49%,N
20260220,한화생명,88350,6600,5758,29.16%,N
20260220,보성파워텍,6910,12680,4784,28.47%,N
20260219,현대차증권,1500,13880,3249,28.28%,N
20260219,한화투자증권,3530,9560,5149,18.76%,N
20260219,NH투자증권,5940,39600,3343,24.92%,N
20260219,한화솔루션,9830,58700,22223,27.89%,N
20260219,한온시스템,18880,5270,8528,17.11%,N
20260213,SK증권,1510,2433,3461,20.68%,N
20260213,미래에셋증권,6800,61036,25289,15.88%,N
20260213,스피어,347700,44600,2666,17.99%,N
20260212,페니트리움바이오,187660,5680,2838,32.09%,N
20260211,삼영,3720,8230,2739,21.39%,N
20260211,LG전자,66570,128200,27543,22.10%,N
20260211,한전산업,130660,20950,6078,16.39%,N
20260211,우리기술,32820,12350,10766,31.10%,N
20260210,한온시스템,18880,4660,9880,20.26%,N
20260210,대우건설,47040,7380,7201,23.41%,N
20260210,유진로봇,56080,48800,9641,23.70%,N
20260209,한화솔루션,9830,47650,29408,16.22%,N
20260209,아모레퍼시픽,90430,165500,5950,16.22%,N
20260209,유니테스트,86390,20700,2397,15.19%,N
20260209,헥토파이낸셜,234340,28800,2416,16.60%,N
20260206,스피어,347700,37350,3393,33.39%,N
20260205,한전산업,130660,17770,6386,17.68%,N
20260204,OCI홀딩스,10060,147600,2958,21.68%,N
20260204,한전산업,130660,16310,5147,17.34%,N
20260204,하림지주,3380,19610,2551,27.26%,N
20260204,제룡전기,33100,61300,3157,30.43%,N
20260204,리브스메드,491000,87400,2350,16.53%,Y
20260203,미래에셋증권,6800,51279,16423,24.10%,N
20260203,HD건설기계,267270,136300,4951,24.59%,N
20260203,한화시스템,272210,120700,25918,26.26%,N
20260202,삼미금속,12210,16150,2597,15.77%,Y
20260202,삼표시멘트,38500,10920,2781,22.28%,N
20260130,덕양에너젠,0001A0,34850,19851,65.56%,Y
20260130,하림지주,3380,14510,3383,16.55%,N
20260130,삼표시멘트,38500,8400,5083,22.99%,N
20260130,제주반도체,80220,43300,12347,19.12%,N
20260130,한라캐스트,125490,23400,7512,20.99%,Y
20260129,KH바텍,60720,16860,2777,15.48%,N
20260129,켄코아에어로스페이스,274090,29850,2323,20.85%,N
20260129,나라스페이스테크놀로지,478340,62700,6511,27.57%,Y
20260128,에스피지,58610,149500,8567,21.74%,N
20260128,에코프로,86520,166400,45545,20.41%,N
20260128,테스,95610,71100,2519,23.87%,N
20260128,원익IPS,240810,106700,2175,15.73%,N
20260128,네오셈,253590,16490,4040,25.97%,N
20260128,태성,323280,71000,3249,26.33%,N
20260128,HPSP,403870,44200,5427,16.62%,N
20260127,하나마이크론,67310,34100,7404,21.57%,N
20260127,제우스,79370,20700,3494,28.81%,N
20260126,에코프로,86520,131500,31139,24.41%,N
20260126,메지온,140410,150800,2072,25.77%,N
20260126,에코프로비엠,247540,207500,12978,17.90%,N
20260126,레인보우로보틱스,277810,684000,19826,26.20%,N
20260126,에이비엘바이오,298380,246500,14559,24.18%,N
20260126,유일로보틱스,388720,135000,2034,28.57%,N
20260126,리브스메드,491000,80800,4588,18.82%,Y
20260123,삼천당제약,250,362500,9351,15.45%,N
20260122,삼성SDI,6400,399000,38723,20.91%,N
20260122,에프에스티,36810,39150,2828,23.50%,N
20260122,씨아이에스,222080,9240,2034,28.33%,N
20260122,레이크머티리얼즈,281740,21050,2509,27.65%,N
20260122,슈어소프트테크,298830,10210,4969,17.36%,N
20260121,현대차,5380,558000,67464,16.98%,N
20260121,HL만도,204320,74200,8695,20.65%,N
20260121,큐렉소,60280,18850,4860,26.26%,N
20260121,휴림로봇,90710,21500,13196,39.52%,N
20260121,하이젠알앤엠,160190,75800,2950,19.18%,N
20260121,로보로보,215100,11770,2052,35.29%,N
20260121,현대무벡스,319400,46350,6137,25.44%,N
20260121,뉴로메카,348340,115000,6367,16.63%,N
20260121,나라스페이스테크놀로지,478340,52600,8458,15.86%,Y
20260120,보성파워텍,6910,7800,4076,28.50%,N
20260120,우리기술,32820,7980,12332,26.67%,N
20260120,일진파워,94820,17610,2006,29.30%,N
20260119,두산로보틱스,454910,113700,12519,24.13%,N
20260119,이수스페셜티케미컬,457190,78200,3725,29.90%,N
20260119,우리기술,32820,6140,8735,28.18%,N
20260119,유진로봇,56080,33200,4920,26.48%,N
20260119,에스피지,58610,112400,9382,20.73%,N
20260119,휴림로봇,90710,16650,7779,17.25%,N
20260119,티로보틱스,117730,26800,2247,20.45%,N
20260119,현대무벡스,319400,34950,3322,16.11%,N
20260119,나우로보틱스,459510,37400,3008,22.42%,Y
20260119,클로봇,466100,77900,8130,15.07%,N
20260116,현대약품,4310,13190,3425,16.42%,N
20260116,서연이화,200880,16510,2464,15.94%,N
20260116,유진로봇,56080,26200,5444,19.63%,N
20260116,뉴로메카,348340,71900,3162,26.14%,N
20260115,포스코DX,22100,38650,10322,29.92%,N
20260115,포스코엠텍,9520,19420,3697,18.20%,N
20260115,유진로봇,56080,21950,3312,15.53%,N
20260115,휴림로봇,90710,11170,6176,17.09%,N
20260114,현대건설,720,94100,8446,46.12%,N
20260114,한화,880,125300,12441,22.24%,N
20260114,뉴로메카,348340,53300,5907,16.89%,N
20260113,현대모비스,12330,456000,11049,15.15%,N
20260113,뉴로메카,348340,43350,2020,27.50%,N
20260112,에스앤에스텍,101490,61700,2920,20.04%,N
20260109,한화시스템,272210,78300,26175,25.88%,N
20260109,우림피티에스,101170,18470,2330,15.08%,N
20260109,알지노믹스,476830,191400,6373,19.62%,Y
20260108,가온칩스,399720,64800,2040,19.78%,N
20260107,현대차,5380,357000,41337,15.35%,N
20260107,현대오토에버,307950,405500,17481,31.44%,N
20260107,슈어소프트테크,298830,9300,4347,15.96%,N
20260106,미래에셋증권,6800,29373,8590,15.69%,N
20260105,한미반도체,42700,173900,25397,19.19%,N
20260102,원익IPS,240810,80900,3009,17.42%,N
20260102,현대무벡스,319400,23700,6172,25.20%,N
20251230,제주반도체,80220,26750,9331,20.77%,N
20251229,원익홀딩스,30530,47750,8984,15.90%,N
20251229,휴림로봇,90710,7980,7430,26.67%,N
20251229,한라캐스트,125490,21350,4122,18.41%,Y
20251226,재영솔루텍,49630,20800,2292,20.41%,N
20251224,켄코아에어로스페이스,274090,18610,4509,27.90%,N
20251222,미래에셋벤처투자,100790,22200,5629,26.86%,N
20251222,에이치브이엠,295310,51600,2852,17.81%,N
20251222,현대무벡스,319400,16130,9881,18.26%,N
20251222,삼현,437730,56600,2343,16.82%,N
20251219,현대오토에버,307950,298500,6275,15.25%,N
20251219,에스피지,58610,85600,7879,18.72%,N
20251219,미래에셋벤처투자,100790,17430,7400,16.90%,N
20251216,아크릴,0007C0,67000,17612,45.97%,Y
20251216,메지온,140410,99100,2900,28.53%,N
20251215,에임드바이오,0009K0,70500,7276,24.78%,Y
20251215,원익홀딩스,30530,37500,8063,26.48%,N
20251212,삼성에피스홀딩스,0126Z0,661000,15876,15.76%,Y
20251212,에임드바이오,0009K0,55900,5689,17.68%,Y
20251212,비에이치아이,83650,64200,4881,20.90%,N
20251212,클로봇,466100,65200,9673,27.84%,N
20251211,일동제약,249420,40500,9106,19.29%,N
20251211,서부T&D,6730,14740,2565,25.55%,N
20251211,이뮨온시아,424870,13614,3484,20.42%,Y
20251209,테라뷰,950250,16000,9786,33.33%,Y
20251208,에코프로,86520,117500,21957,17.85%,N
20251204,현대오토에버,307950,285500,9762,26.89%,N
20251204,스맥,99440,7840,2761,15.12%,N
20251204,인벤티지랩,389470,97200,2804,24.94%,N
20251202,태성,323280,46750,3420,15.43%,N
20251202,프로티나,468530,98000,4407,19.80%,Y
20251201,한올바이오파마,9420,55500,3842,16.84%,N
20251128,에스피지,58610,61100,7958,18.87%,N
20251128,고영,98460,23700,9782,18.74%,N
20251128,코오롱티슈진,950160,85400,2769,22.00%,N
20251127,이뮨온시아,424870,10429,4021,23.60%,Y
20251127,삼현,437730,41600,3069,27.02%,N
20251125,ISC,95340,104300,2521,16.80%,N
20251120,펩트론,87010,391500,3933,17.04%,N
20251119,에스피지,58610,37600,5536,21.29%,N
20251112,재영솔루텍,49630,9175,2548,20.41%,N
20251112,리가켐바이오,141080,172000,8154,18.46%,N
20251112,에이비엘바이오,298380,126700,2679,29.29%,N
20251111,지투지바이오,456160,89600,5286,20.59%,Y
20251107,이노테크,469610,58800,3441,16.90%,Y
20251105,대한광통신,10170,2899,2383,24.74%,N
20251105,노타,486990,52300,7675,21.35%,Y
20251104,SK바이오사이언스,302440,58900,2090,15.94%,N
20251104,이오테크닉스,39030,284000,3255,16.16%,N
20251104,강원에너지,114190,18400,3513,16.31%,N
20251104,노타,486990,40300,7994,20.30%,Y
20251103,두산로보틱스,454910,92500,10133,18.44%,N
20251103,로보스타,90360,101700,3826,15.83%,N
20251103,로보티즈,108490,274500,7105,23.37%,N
20251103,필옵틱스,161580,54800,5661,28.34%,N
20251103,노타,486990,31000,9058,37.78%,Y
20251031,현대오토에버,307950,209500,5606,26.28%,N
20251031,레인보우로보틱스,277810,434500,20078,21.37%,N
20251031,디앤디파마텍,347850,69583,5363,15.83%,N
20251030,한국화장품,123690,13040,2975,26.23%,N
20251028,두산퓨얼셀,336260,40800,6696,29.73%,N
20251027,삼성중공업,10140,30050,16617,19.01%,N
20251027,후성,93370,9590,2773,20.33%,N
20251027,삼익제약,14950,9720,2051,43.57%,Y
20251024,포스코퓨처엠,3670,239500,7396,17.40%,N
20251024,이수화학,5950,11910,2738,16.20%,N
20251024,로보스타,90360,79800,6659,16.16%,N
20251023,LS ELECTRIC,10120,74300,8874,16.28%,N
20251023,심텍,222800,58500,3185,15.38%,N
20251022,에코프로,86520,88200,16325,15.29%,N
20251021,삼영엠텍,54540,18090,3990,23.14%,N
20251020,미래에셋증권,6800,25589,4539,18.98%,N
20251020,휴림로봇,90710,5980,4463,26.03%,N
20251020,로보로보,215100,9540,3028,28.05%,N
20251020,제닉스로보틱스,381620,17580,2312,16.12%,N
20251016,두산에너빌리티,34020,83400,15725,43.55%,N
20251016,로킷헬스케어,376900,34400,3423,17.81%,Y
20251015,한라캐스트,125490,10940,5614,24.32%,Y
20251015,하이젠알앤엠,160190,70200,4408,30.97%,N
20251015,현대무벡스,319400,12800,4427,18.74%,N
20251014,로보스타,90360,62900,6018,28.63%,N
20251014,현대무벡스,319400,10430,3161,17.59%,N
20251013,대한전선,1440,18300,4678,21.03%,N
20251013,하나마이크론,67310,28000,2018,18.14%,N
20251010,원익홀딩스,30530,19070,2045,25.30%,N
20251010,로보티즈,108490,191300,8159,22.16%,N
20251010,삼현,437730,27200,2301,22.80%,N
20251010,클로봇,466100,36550,4336,27.13%,Y
20250929,일동제약,249420,33900,9182,25.09%,N
20250924,에스투더블유,488280,35950,3994,17.10%,Y
20250923,우진,105840,15100,2368,18.71%,N
20250923,한라캐스트,125490,8660,4965,17.34%,Y
20250923,에스투더블유,488280,29700,2268,29.13%,Y
20250922,삼천당제약,250,275500,5621,21.37%,N
20250922,디앤디파마텍,347850,53940,5330,33.36%,N
20250919,다날,64260,11090,9554,20.28%,N
20250919,로보티즈,108490,132632,9507,21.50%,N
20250919,올릭스,226950,100100,4963,17.08%,N
20250918,로보스타,90360,44200,5140,28.86%,N
20250917,온코닉테라퓨틱스,476060,11175,3190,20.16%,Y
20250915,파미셀,5690,14380,2769,21.76%,N
20250915,테크윙,89030,50300,4322,18.21%,N
20250915,지투지바이오,456160,65566,6366,15.51%,Y
20250912,엘앤씨바이오,290650,59300,2591,23.28%,N
20250911,농심,4370,532000,2870,28.81%,N
20250911,SK오션플랜트,100090,29100,5728,21.76%,N
20250911,범한퓨얼셀,382900,31450,2394,21.66%,N
20250910,세진중공업,75580,26400,5972,15.79%,N
20250910,HJ중공업,97230,33100,11336,25.62%,N
20250910,지투지바이오,456160,55728,3441,24.15%,Y
20250909,원익홀딩스,30530,11360,4165,21.24%,N
20250909,일승,333430,8030,2115,16.72%,N
20250909,삼현,437730,19330,4148,28.27%,N
20250909,클로봇,466100,25800,5642,15.70%,Y
20250908,세진중공업,75580,24000,5338,23.71%,N
20250908,오리엔탈정공,14940,11440,3749,30.44%,N
20250905,HJ중공업,97230,27600,6358,15.24%,N
20250905,엘앤씨바이오,290650,42150,2819,29.29%,N
20250904,삼영엠텍,54540,11650,2698,20.10%,N
20250904,프로티나,468530,24600,2289,17.99%,Y
20250903,파인엠텍,441270,13470,3010,15.52%,N
20250902,올릭스,226950,76400,4640,25.25%,N
20250901,삼양컴텍,484590,19480,4359,19.44%,Y
20250829,HJ중공업,97230,19030,6110,22.07%,N
20250828,현대힘스,460930,27000,5059,15.14%,N
20250826,원익홀딩스,30530,7550,3399,16.33%,N
20250825,로보티즈,108490,98938,6313,18.55%,N
20250821,보성파워텍,6910,4070,2424,21.31%,N
20250818,지투지바이오,456160,40654,2793,31.36%,Y
20250814,STX엔진,77970,35950,2997,24.61%,N
20250813,LG디스플레이,34220,13280,7097,21.17%,N
20250813,덕산네오룩스,213420,46600,2049,24.43%,N
20250812,좋은사람들,33340,2645,2879,16.26%,N
20250807,HJ중공업,97230,13600,5512,17.85%,N
20250807,오리엔탈정공,14940,7920,2384,25.52%,N
20250805,대한조선,439260,103800,9111,30.08%,Y
20250804,HJ중공업,97230,10700,3125,23.84%,N
20250730,대덕전자,353200,23500,3113,16.34%,N
20250730,네이처셀,7390,36650,3548,22.17%,N
20250724,SNT에너지,100840,49250,2388,29.10%,N
20250724,에이비엘바이오,298380,88200,9281,17.60%,N
20250723,하이스틸,71090,5780,2237,23.77%,N
20250723,삼천당제약,250,213500,4888,29.63%,N
20250722,휴메딕스,200670,70900,2625,19.97%,N
20250721,태웅,44490,43500,2810,27.38%,N
20250717,펩트론,87010,283000,4150,19.92%,N
20250716,쿠콘,294570,50400,5465,32.28%,N
20250715,풍산,103140,156600,4768,17.74%,N
20250715,로보티즈,108490,83942,4489,15.55%,N
20250714,KCTC,9070,7340,2993,18.77%,N
20250711,싸이닉솔루션,234030,13000,5495,17.65%,Y
20250710,제주은행,6220,18470,4650,16.53%,N
20250710,더즌,462860,6570,4619,25.38%,Y
20250709,롯데지주,4990,36950,3389,17.49%,N
20250709,NHN KCP,60250,15080,3515,27.91%,N
20250708,KBI동양철관,8970,3646,6008,26.51%,N
20250707,다날,64260,9740,9478,23.60%,N
20250704,다날,64260,8190,8520,15.19%,N
20250703,현대제철,4020,36300,3448,17.86%,N
20250703,에코플라스틱,38110,3960,2303,16.99%,N
20250701,원익홀딩스,30530,6480,2433,15.71%,N
20250701,원익,32940,9590,2677,15.96%,N
20250701,다날,64260,7350,5718,28.50%,N
20250627,코오롱,2020,52300,2303,17.00%,N
20250627,휴림로봇,90710,3130,3623,19.69%,N
20250625,DL이앤씨,375500,60800,2828,24.34%,N
