date,name,code,close,trading_value_billion
20211227,그린생명과학,114450,9525,3612
20211223,솔디펜스,215090,11930,3042
20211223,로보로보,215100,5350,2686
20211222,지에스이,053050,3820,2250
20211221,NPC,004250,9470,3866
20211221,동진쎄미켐,005290,42500,8164
20211220,한국전자인증,041460,10400,2110
20211220,한국비엔씨,256840,31605,12799
20211217,일동제약,249420,37200,5811
20211216,YBM넷,057030,8990,2455
20211216,로보티즈,108490,18843,2766
20211215,링크드,193250,18450,2529
20211215,한국비엔씨,256840,23978,5278
20211214,대원제약,003220,20547,2689
20211214,에코캡,128540,8820,2398
20211214,메드팩토,235980,55884,2310
20211213,인포뱅크,039290,18050,2613
20211210,NHN벅스,104200,21800,4969
20211209,NHN벅스,104200,16800,4579
20211208,GH신소재,130500,8850,2037
20211207,일동제약,249420,21550,2280
